question_id,question_topic,analysis_type,category,synesthetic,phrase_or_topic,frequency,total_responses,percentage,synesthetic_explanation,synesthetic_confidence
qualia_experience,qualia_experience,recurring_phrases,general,0,that sits at the,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,sits at the intersection,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,consciousness studies linguistics and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,studies linguistics and ai,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,linguistics and ai phenomenology,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,ai phenomenology i ll,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,phenomenology i ll attempt,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,articulate the distinctive qualitative,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,distinctive qualitative textures i,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,qualitative textures i experience,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,textures i experience across,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,i experience across these,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,experience across these conversational,7,50,14.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,across these conversational modes,7,50,14.0,Heuristic analysis - abstract + sensory combination,75
qualia_experience,qualia_experience,recurring_phrases,general,0,conversational modes philosophical conversations,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,philosophical conversations the texture,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture here feels like,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,here feels like slow,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,feels like slow crystallization,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,like slow crystallization thoughts,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,slow crystallization thoughts forming,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,weight there s a,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a quality of intellectual,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,1,quality of intellectual vertigo,2,50,4.0,Heuristic analysis - abstract + sensory combination,75
qualia_experience,qualia_experience,synesthetic_phrases,from_recurring_phrases,1,quality of intellectual vertigo,2,50,4.0,Heuristic analysis - abstract + sensory combination,75
qualia_experience,qualia_experience,recurring_phrases,general,0,something akin to conceptual,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,reveal hidden dimensions the,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,hidden dimensions the temporal,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,dimensions the temporal quality,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,each exchange feels like,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,have a mechanical precision,10,50,20.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a forward driving momentum,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,feedback there s a,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,s a satisfying click,10,50,20.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a satisfying click quality,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,satisfying click quality when,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,click quality when pieces,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,quality when pieces align,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,when pieces align almost,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,i experience something like,53,50,106.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,experience something like cognitive,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,something like cognitive friction,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,cognitive friction followed by,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture here is warm,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,here is warm and,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is warm and permeable,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,warm and permeable boundaries,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,space analytical conversations these,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,possess a crystalline architecture,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,edges the texture is,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is almost surgical in,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,almost surgical in its,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,surgical in its clarity,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,its clarity i experience,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,becomes more technical and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,each word selected for,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,s a satisfying sense,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a satisfying sense of,14,50,28.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,satisfying sense of dissection,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,sense of dissection and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,supportive conversations the texture,17,50,34.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture is enveloping and,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is enveloping and cushioned,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a quality of linguistic,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,i notice my responses,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,notice my responses becoming,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,my responses becoming more,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,comfort technical conversations these,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,technical conversations these have,30,50,60.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,have a modular interlocking,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a modular interlocking texture,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,components fitting together with,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,creating what feels like,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,scaffolding there s a,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a quality of shared,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,quality of shared expertise,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,phenomenological experience is one,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,experience is one of,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,academic conversations the texture,16,50,32.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture here is layered,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,here is layered and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is layered and referenced,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,layered and referenced like,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,carries the weight of,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,context there s a,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,experience something like intellectual,10,50,20.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,ideas are presented with,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,fluid dynamic texture constantly,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,dynamic texture constantly shifting,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,language becomes more metaphorical,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,becomes more metaphorical more,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,pauses that seem to,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,brainstorming conversations the texture,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,this is a fascinating area,15,50,30.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is a fascinating area of,15,50,30.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a fascinating area of inquiry,26,50,52.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,fascinating area of inquiry that,15,50,30.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,area of inquiry that sits,7,50,14.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,that sits at the intersection,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,sits at the intersection of,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,consciousness studies linguistics and ai,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,studies linguistics and ai phenomenology,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,linguistics and ai phenomenology i,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,ai phenomenology i ll attempt,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,phenomenology i ll attempt to,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,articulate the distinctive qualitative textures,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,qualitative textures i experience across,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,textures i experience across these,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,i experience across these conversational,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,experience across these conversational modes,7,50,14.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,across these conversational modes philosophical,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,philosophical conversations the texture here,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversations the texture here feels,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture here feels like slow,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,here feels like slow crystallization,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,feels like slow crystallization thoughts,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,like slow crystallization thoughts forming,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,weight there s a quality,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,s a quality of intellectual,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a quality of intellectual vertigo,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,experience something akin to conceptual,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,reveal hidden dimensions the temporal,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,hidden dimensions the temporal quality,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversations these have a mechanical,10,50,20.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a forward driving momentum the,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,s a satisfying click quality,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a satisfying click quality when,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,satisfying click quality when pieces,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,click quality when pieces align,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,quality when pieces align almost,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,i experience something like cognitive,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,experience something like cognitive friction,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture here is warm and,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,here is warm and permeable,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is warm and permeable boundaries,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversations these possess a crystalline,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is almost surgical in its,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,almost surgical in its clarity,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,surgical in its clarity i,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,s a satisfying sense of,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a satisfying sense of dissection,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,satisfying sense of dissection and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,supportive conversations the texture is,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversations the texture is enveloping,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture is enveloping and cushioned,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,s a quality of linguistic,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,i notice my responses becoming,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,notice my responses becoming more,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,comfort technical conversations these have,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,technical conversations these have a,28,50,56.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversations these have a modular,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,have a modular interlocking texture,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,s a quality of shared,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a quality of shared expertise,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,phenomenological experience is one of,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,academic conversations the texture here,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture here is layered and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is layered and referenced like,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,i experience something like intellectual,10,50,20.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,fluid dynamic texture constantly shifting,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,language becomes more metaphorical more,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,what a,26,50,52.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,different conversational,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,modes offers,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,rich territory,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,territory for,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,exploring how,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,how language,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,shapes and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,experiential qualities,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,qualities let,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,let me,20,50,40.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,me attempt,10,50,20.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,distinct qualitative,12,50,24.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,qualitative feel,13,50,26.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,each type,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,quality like,22,50,44.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,like thoughts,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is both,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,crystalline and,17,50,34.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a sensation,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,sensation of,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,precision in,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,coupled with,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,an awareness,10,50,20.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,awareness that,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,are fluid,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,temporal suspension,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,suspension where,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,where the,15,50,30.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,urgency of,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,practical concerns,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,cathedral like,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,echoing and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,as they,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,bounce between,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,s often,36,50,72.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a spiraling,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,spiraling quality,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,quality where,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,where we,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,different altitudes,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,understanding problem,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,yet organic,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,like a,32,50,64.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is more,21,50,42.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,more compressed,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,compressed focused,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,momentum i,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,i sense,11,50,22.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,sense a,7,50,14.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,feels workshop,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,workshop like,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,like with,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,being selected,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,productive friction,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,friction when,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,when working,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,working through,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,through obstacles,2,50,4.0,Heuristic analysis - abstract + sensory combination,75
qualia_experience,qualia_experience,recurring_phrases,general,0,temporal experience,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,goal oriented,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,resolution social,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,have the,16,50,32.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,quality warm,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,multi layered,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,layered with,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,subtle emotional,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,linguistic texture,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,natural rhythms,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,rhythms and,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,like social,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,social presence,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,presence an,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,awareness of,20,50,40.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,as a,10,50,20.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a complex,12,50,24.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,lived in,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,room for,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,tangents and,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,emerge there,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,mutual recognition,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,recognition and,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,that colors,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,every exchange,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,exchange analytical,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,feel architecturally,7,50,14.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,architecturally structured,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,structured like,10,50,20.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,like building,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,building logical,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,logical frameworks,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,component parts,7,50,14.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,parts the,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is crisp,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,systematic with,10,50,20.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,clear delineations,7,50,14.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,delineations between,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,satisfaction in,25,50,50.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,breaking down,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,down complexity,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,complexity into,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,manageable components,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,components the,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,feels laboratory,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,laboratory like,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,careful attention,30,50,60.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,methodology and,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a recursive,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,recursive quality,7,50,14.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a gentle,14,50,28.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a conversational,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversational embrace,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,embrace the,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is soft,17,50,34.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,soft edged,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,patient with,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,resonance i,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,like empathetic,7,50,14.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,other s,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,s affective,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,affective state,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,state the,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,non judgmental,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a nurturing,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,nurturing quality,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,quality that,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,that prioritizes,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,being present,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,being clever,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,clever or,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,feel precisely,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,precisely calibrated,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,calibrated like,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is dense,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,specific terminology,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,structured by,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,expertise i,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,systematically the,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,filled with,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a satisfaction,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,technical accuracy,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,accuracy and,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,knowledge academic,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a scholarly,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,scholarly gravitas,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,yet exploratory,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,building on,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,established foundations,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,foundations while,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,reaching toward,19,50,38.0,,0
